제목	본문	TEXT	감성점수	lama 3.1 감성 분석
부영그룹, 어린이집 교사 대상 '관찰 역량 향상 교육'	부영그룹이 그룹 산하 전국 66개원 부영 사랑으로 어린이집 교사들을 대상으로 '영유아의 강점을 발견하게 하는 관찰'을 주제로 '관찰 역량 향상 교사 교육'을 실시했다고 16일 밝혔다. 부영 사랑으로 어린이집은 창업주	부영그룹, 어린이집 교사 대상 '관찰 역량 향상 교육' 부영그룹이 그룹 산하 전국 66개원 부영 사랑으로 어린이집 교사들을 대상으로 '영유아의 강점을 발견하게 하는 관찰'을 주제로 '관찰 역량 향상 교사 교육'을 실시했다고 16일 밝혔다. 부영 사랑으로 어린이집은 창업주	12	중립입니다.
코레일관광개발, 산림청과 '지리산 둘레길 걷기축제' 후원	코레일관광개발이 산림청과 함께 25일부터 27일까지 사흘간 전남 구례군 지리산 일대에서 제5회 아시아 트레일즈 컨퍼런스와 함께 개최되는 '지리산 둘레길 걷기축제'를 후원하고 참가자를 모집한다고 15일 밝혔다. 올해로	코레일관광개발, 산림청과 '지리산 둘레길 걷기축제' 후원 코레일관광개발이 산림청과 함께 25일부터 27일까지 사흘간 전남 구례군 지리산 일대에서 제5회 아시아 트레일즈 컨퍼런스와 함께 개최되는 '지리산 둘레길 걷기축제'를 후원하고 참가자를 모집한다고 15일 밝혔다. 올해로	0	긍정
"서울시 ""한국의 이케아, 무인양품 키워낸다…디자인산업 선도"""	서울시가 ‘한국의 이케아’, ‘한국의 무인양품’을 키운다. 역량 있는 디자이너를 양성하는 전문 교육기관을 운영하고 서울 곳곳에 디자인산업 성장의 기반이 될 클러스터를 조성한다는 계획이다. 디자인 스타트업부터 중견기업	"서울시 ""한국의 이케아, 무인양품 키워낸다…디자인산업 선도"" 서울시가 ‘한국의 이케아’, ‘한국의 무인양품’을 키운다. 역량 있는 디자이너를 양성하는 전문 교육기관을 운영하고 서울 곳곳에 디자인산업 성장의 기반이 될 클러스터를 조성한다는 계획이다. 디자인 스타트업부터 중견기업"	2	긍정입니다.
"""내후년 서울 공동주택 입주 20% 더 준다""…공급 불안 심화"	오는 2026년 전국 공동주택 입주 물량이 크게 줄어든 것으로 나타났다. 정부가 아파트에다 도시형생활주택, 연립·다세대까지 포함해 입주 예정 물량을 늘려 발표했으나, 공급 부족에 대한 우려는 더욱 커질 것으로 예상된	"""내후년 서울 공동주택 입주 20% 더 준다""…공급 불안 심화 오는 2026년 전국 공동주택 입주 물량이 크게 줄어든 것으로 나타났다. 정부가 아파트에다 도시형생활주택, 연립·다세대까지 포함해 입주 예정 물량을 늘려 발표했으나, 공급 부족에 대한 우려는 더욱 커질 것으로 예상된"	-7	부정입니다.
오피스텔도 '들썩'…매매·전셋값 상승 전환	서울 지역 오피스텔의 매매 및 전세 가격이 올해 3분기 상승 전환했다. 15일 한국부동산원에 따르면 3분기 서울 오피스텔 매매가격은 2분기보다 0.05% 오른 것으로 집계됐다. 월간 기준 지난 2022년 8월 이후	오피스텔도 '들썩'…매매·전셋값 상승 전환 서울 지역 오피스텔의 매매 및 전세 가격이 올해 3분기 상승 전환했다. 15일 한국부동산원에 따르면 3분기 서울 오피스텔 매매가격은 2분기보다 0.05% 오른 것으로 집계됐다. 월간 기준 지난 2022년 8월 이후	0	긍정
1순위 청약자 4년만에 증가세 전환… 매매량은 회복 더뎌	1순위 청약자 수가 올해 들어 4년 만에 증가세로 전환한 반면 매매량은 비교적 회복이 더딘 것으로 나타났다. 부동산R114 자료에 따르면 10월 현재 전국 1순위 청약자는 총 114만2810명으로 나타났다. 연말까지	1순위 청약자 4년만에 증가세 전환… 매매량은 회복 더뎌 1순위 청약자 수가 올해 들어 4년 만에 증가세로 전환한 반면 매매량은 비교적 회복이 더딘 것으로 나타났다. 부동산R114 자료에 따르면 10월 현재 전국 1순위 청약자는 총 114만2810명으로 나타났다. 연말까지	-1	긍정입니다.
"""'얼죽신' 기대감""…아파트 입주율 높아진다"	금융권의 대출 규제 강화에도 새 아파트의 가격 상승 기대감에 지난달 전국 아파트 입주율이 오름세를 보였다. 15일 주택산업연구원의 주택사업자 대상 설문조사 결과 9월 전국 입주율은 69.4%로 전월 대비 4.1%포인	"""'얼죽신' 기대감""…아파트 입주율 높아진다 금융권의 대출 규제 강화에도 새 아파트의 가격 상승 기대감에 지난달 전국 아파트 입주율이 오름세를 보였다. 15일 주택산업연구원의 주택사업자 대상 설문조사 결과 9월 전국 입주율은 69.4%로 전월 대비 4.1%포인"	-5	긍정입니다.
“자기 돈이라면 이렇게 했을까”…공기업이 전산오류로 시민들 발 동동	HUG 보증업무 2년간 37건 지연 문진석 의원 “유지보수비 점검 필요” 주택도시보증공사(HUG)의 차세대 전산처리 시스템이 수십 차례 장애를 일으켜 보증받으려는 시민들이 불편을 겪고 있는 것으로 나타났다. 16일	“자기 돈이라면 이렇게 했을까”…공기업이 전산오류로 시민들 발 동동 HUG 보증업무 2년간 37건 지연 문진석 의원 “유지보수비 점검 필요” 주택도시보증공사(HUG)의 차세대 전산처리 시스템이 수십 차례 장애를 일으켜 보증받으려는 시민들이 불편을 겪고 있는 것으로 나타났다. 16일	-7	부정입니다.
완판 임박한 '관저 푸르지오 센트럴파크' 21일 무순위 청약 진행	대전광역시 서구 관저동 일대에 들어서는 '관저 푸르지오 센트럴파크'가 계약률 99%를 달성하면서, 완판에 임박한 것으로 나타나 눈길을 끈다. 그런 가운데 단지는 오는 21일, 잔여 세대의 무순위 청약 모집(청약홈)을	완판 임박한 '관저 푸르지오 센트럴파크' 21일 무순위 청약 진행 대전광역시 서구 관저동 일대에 들어서는 '관저 푸르지오 센트럴파크'가 계약률 99%를 달성하면서, 완판에 임박한 것으로 나타나 눈길을 끈다. 그런 가운데 단지는 오는 21일, 잔여 세대의 무순위 청약 모집(청약홈)을	1	긍정입니다.
금리 인하 상업용 부동산 시장 부활 신호탄 되나, 눈여겨볼 투자처는?	한국은행이 2021년 8월 기준 금리 0.25%p인상 이후 3년 2개월 만에 ‘긴축’에 맞춰져 있던 통화정책을 전환했다. 기준금리는 3.5%에서 3.25%로 0.25%p 인하하였는데, 금리 인하 이력으로만 보았을 경	금리 인하 상업용 부동산 시장 부활 신호탄 되나, 눈여겨볼 투자처는? 한국은행이 2021년 8월 기준 금리 0.25%p인상 이후 3년 2개월 만에 ‘긴축’에 맞춰져 있던 통화정책을 전환했다. 기준금리는 3.5%에서 3.25%로 0.25%p 인하하였는데, 금리 인하 이력으로만 보았을 경	2	긍정입니다.
천안 아파트분양가 국평 6억 이상 전망… 가격 경쟁력 갖춘 기분양 단지 각광	천안 성성호수공원 인근을 중심으로 천안 분양시장이 다시 기지개를 켤 전망으로 그동안 움츠러들었던 지역의 부동산시장이 살아날 조짐을 보이고 있다. 천안지역에는 현재 민간과 공공에서 30개 도시개발사업을 추진하고 있다.	천안 아파트분양가 국평 6억 이상 전망… 가격 경쟁력 갖춘 기분양 단지 각광 천안 성성호수공원 인근을 중심으로 천안 분양시장이 다시 기지개를 켤 전망으로 그동안 움츠러들었던 지역의 부동산시장이 살아날 조짐을 보이고 있다. 천안지역에는 현재 민간과 공공에서 30개 도시개발사업을 추진하고 있다.	-2	긍정
조망권에도 ‘급’이 있다…‘둔산 해링턴 플레이스 리버파크’, 탁 트인 갑천 영구 조망권 확보	부동산 시장에서 조망권 확보의 여부는 이미 오래전부터 프리미엄을 결정하는 중요한 요소로 작용해 왔다. 강·호수 등 조망권을 갖춘 단지는 집 안에서 아름다운 자연경관을 조망하는 동시에 쾌적한 생활까지 누릴 수 있어 주	조망권에도 ‘급’이 있다…‘둔산 해링턴 플레이스 리버파크’, 탁 트인 갑천 영구 조망권 확보 부동산 시장에서 조망권 확보의 여부는 이미 오래전부터 프리미엄을 결정하는 중요한 요소로 작용해 왔다. 강·호수 등 조망권을 갖춘 단지는 집 안에서 아름다운 자연경관을 조망하는 동시에 쾌적한 생활까지 누릴 수 있어 주	3	긍정입니다.
현대ENG, 국내 첫 ‘천장형 차음 구조’ 개발	제이제이엔에스와 ‘천장형 차음 구조’ 개발∙공동특허 출원 중량충격음 저감 효과와 시공 편의성↑ 현대엔지니어링이 국내에서 처음으로 ‘천장형 차음 구조’를 개발했다고 15일 밝혔다. 천장형 차음 구조는 기존에	현대ENG, 국내 첫 ‘천장형 차음 구조’ 개발 제이제이엔에스와 ‘천장형 차음 구조’ 개발∙공동특허 출원 중량충격음 저감 효과와 시공 편의성↑ 현대엔지니어링이 국내에서 처음으로 ‘천장형 차음 구조’를 개발했다고 15일 밝혔다. 천장형 차음 구조는 기존에	-1	긍정입니다.
국감 앞두고 지연 논란 끝에…부동산원, 내년 입주 29만가구 발표	내년 전국에서 입주가 이뤄질 예정인 공동주택(30가구 이상 기준) 규모는 모두 28만9244가구로 집계됐다. 올 상반기 발표 때보다는 다수 늘어난 수치지만 올해 입주예정 물량(36만4418가구)보다 20.6% 정도	국감 앞두고 지연 논란 끝에…부동산원, 내년 입주 29만가구 발표 내년 전국에서 입주가 이뤄질 예정인 공동주택(30가구 이상 기준) 규모는 모두 28만9244가구로 집계됐다. 올 상반기 발표 때보다는 다수 늘어난 수치지만 올해 입주예정 물량(36만4418가구)보다 20.6% 정도	3	긍정입니다.
아파트 공화국… 5대광역시 매매 비중 역대 최고 86.2%	올 들어 8월까지 5대 광역시(부산·대구·대전·광주·울산) 주택 매매시장에서 아파트가 차지하는 비중이 역대 최고치를 기록한 것으로 나타났다. 전세보증금 미반환 사고로 비 아파트 기피 현상이 지속되자 아파트 거래 비중	아파트 공화국… 5대광역시 매매 비중 역대 최고 86.2% 올 들어 8월까지 5대 광역시(부산·대구·대전·광주·울산) 주택 매매시장에서 아파트가 차지하는 비중이 역대 최고치를 기록한 것으로 나타났다. 전세보증금 미반환 사고로 비 아파트 기피 현상이 지속되자 아파트 거래 비중	-6	부정입니다.
대출규제 영향에도…시티오씨엘 6단지, 시장서 호응 이끌어	정부의 대출 규제가 강화된 가운데서도 '시티오씨엘 6단지'가 수요자들의 큰 관심을 받으며 성공적으로 분양을 마쳤다. 우수한 입지와 경쟁력 있는 분양가, 그리고 기존 시티오씨엘 단지들의 프리미엄 형성이 긍정적인 평가를	대출규제 영향에도…시티오씨엘 6단지, 시장서 호응 이끌어 정부의 대출 규제가 강화된 가운데서도 '시티오씨엘 6단지'가 수요자들의 큰 관심을 받으며 성공적으로 분양을 마쳤다. 우수한 입지와 경쟁력 있는 분양가, 그리고 기존 시티오씨엘 단지들의 프리미엄 형성이 긍정적인 평가를	13	긍정
아파트 매매량 양극화 속 ‘둔산 해링턴 플레이스 리버파크’ 등 대도시 신축 눈길	전국적 부동산 침체가 시작된 2022년 이후 수도권 및 광역시 등 대도시와 기타 지방도시 간의 매매시장 분위기가 크게 갈리고 있다. 부동산R114 자료에 따르면 올 상반기 전국 아파트 매매거래량은 23만6,374건으	아파트 매매량 양극화 속 ‘둔산 해링턴 플레이스 리버파크’ 등 대도시 신축 눈길 전국적 부동산 침체가 시작된 2022년 이후 수도권 및 광역시 등 대도시와 기타 지방도시 간의 매매시장 분위기가 크게 갈리고 있다. 부동산R114 자료에 따르면 올 상반기 전국 아파트 매매거래량은 23만6,374건으	-7	중립
신흥주거타운 예고한 이천 중리지구 ‘신안인스빌 퍼스티지’ 새도시 프리미엄 기대	최근 부동산 시장에서 역세권을 중심으로 개발되는 신흥 주거타운이 높은 인기를 얻고 있다. 뛰어난 입지와 편리한 교통, 체계적인 개발로 주거 환경이 조성되며, 실수요자들의 관심을 끌고 있다. 역세권을 중심으로 한 신흥	신흥주거타운 예고한 이천 중리지구 ‘신안인스빌 퍼스티지’ 새도시 프리미엄 기대 최근 부동산 시장에서 역세권을 중심으로 개발되는 신흥 주거타운이 높은 인기를 얻고 있다. 뛰어난 입지와 편리한 교통, 체계적인 개발로 주거 환경이 조성되며, 실수요자들의 관심을 끌고 있다. 역세권을 중심으로 한 신흥	6	긍정입니다.
고덕국제신도시 에듀타운 최중심 아파트 ‘고덕국제신도시 미래도 파밀리에’ 공급	수도권 대표 교육특화도시로 주목받고 있는 고덕국제신도시에서 신규 아파트 분양이 시작된다. 교육 및 생활 인프라가 잘 갖춰진 '고덕국제신도시 미래도 파밀리에'는 수요자들의 큰 관심을 끌고 있다. ‘고덕국제신도시 미래도	고덕국제신도시 에듀타운 최중심 아파트 ‘고덕국제신도시 미래도 파밀리에’ 공급 수도권 대표 교육특화도시로 주목받고 있는 고덕국제신도시에서 신규 아파트 분양이 시작된다. 교육 및 생활 인프라가 잘 갖춰진 '고덕국제신도시 미래도 파밀리에'는 수요자들의 큰 관심을 끌고 있다. ‘고덕국제신도시 미래도	6	긍정
"9월 서울 '집값' 평균 0.54% 상승…""상승폭은 축소"""	지난달 서울의 주택종합 매매가격지수가 전월 대비 0.54% 상승한 것으로 나타났다. 다만 상승폭은 8월(0.83%) 대비 축소됐다. 15일 한국부동산원이 발표한 '9월 전국주택가격동향조사'에 따르면 9월 전국 주택종	"9월 서울 '집값' 평균 0.54% 상승…""상승폭은 축소"" 지난달 서울의 주택종합 매매가격지수가 전월 대비 0.54% 상승한 것으로 나타났다. 다만 상승폭은 8월(0.83%) 대비 축소됐다. 15일 한국부동산원이 발표한 '9월 전국주택가격동향조사'에 따르면 9월 전국 주택종"	1	긍정입니다.
필리핀 신도시에 韓주택 노하우 심는다	한국해외인프라도시개발지원공사(KIND)는 지난 9일 필리핀 뉴클락시티(New Clark City) 서민주택 개발사업의 우선협상대상자로 KIND·세경산업·클라라코퍼레이션(SCIC) 컨소시엄이 선정됐다고 15일 밝혔다.	필리핀 신도시에 韓주택 노하우 심는다 한국해외인프라도시개발지원공사(KIND)는 지난 9일 필리핀 뉴클락시티(New Clark City) 서민주택 개발사업의 우선협상대상자로 KIND·세경산업·클라라코퍼레이션(SCIC) 컨소시엄이 선정됐다고 15일 밝혔다.	0	긍정
"제주에 '스마트공동물류센터' 들어선다…""기업 물류비 부담↓"""	대표적 물류 소외지역 중 한 곳인 제주도에 '스마트공동물류센터'가 건립된다. 국토교통부는 15일 제주국제자유도시개발센터(JDC)에서 열린 스물아홉번째 '민생토론회'에서 이같은 내용을 발표했다. 이날 토론회는 △세계인	"제주에 '스마트공동물류센터' 들어선다…""기업 물류비 부담↓"" 대표적 물류 소외지역 중 한 곳인 제주도에 '스마트공동물류센터'가 건립된다. 국토교통부는 15일 제주국제자유도시개발센터(JDC)에서 열린 스물아홉번째 '민생토론회'에서 이같은 내용을 발표했다. 이날 토론회는 △세계인"	-4	긍정입니다.
대보그룹, 대졸 신입사원 공개채용…“회사와 함께 성장할 참신한 인재”	대보그룹은 계열사인 대보건설, 대보정보통신, 대보유통에서 대졸 신입사원 공개채용을 진행한다고 15일 밝혔다. 대보그룹에 따르면, 채용직종은 대보건설이 △건축 △토목 △기계·설비 △전기 △안전보건 등 기술직과 경영관리	대보그룹, 대졸 신입사원 공개채용…“회사와 함께 성장할 참신한 인재” 대보그룹은 계열사인 대보건설, 대보정보통신, 대보유통에서 대졸 신입사원 공개채용을 진행한다고 15일 밝혔다. 대보그룹에 따르면, 채용직종은 대보건설이 △건축 △토목 △기계·설비 △전기 △안전보건 등 기술직과 경영관리	6	긍정
UAM 택시로 한라산·성산일출봉 둘러본다	국토교통부가 UAM(도심항공교통)을 활용한 한라산 관광 사업화를 추진한다. 또 제주특별자치도에 스마트공동물류센터를 세워 도내 기업의 물류비를 획기적으로 줄인다. 국토부는 15일 윤석열 대통령이 주재한 제주 민생토론회	UAM 택시로 한라산·성산일출봉 둘러본다 국토교통부가 UAM(도심항공교통)을 활용한 한라산 관광 사업화를 추진한다. 또 제주특별자치도에 스마트공동물류센터를 세워 도내 기업의 물류비를 획기적으로 줄인다. 국토부는 15일 윤석열 대통령이 주재한 제주 민생토론회	-2	중립
국토부, 필리핀·태국 수주지원단 파견…'해외사업 지원'	국토교통부가 15일부터 18일까지 4일간 진현환 제1차관을 단장으로 한 수주지원단이 필리핀, 태국 2개 국가를 방문해 대형 인프라 사업과 산업단지 개발 협력 방안을 논의할 계획이라고 15일 밝혔다. 수주지원단은 먼저	국토부, 필리핀·태국 수주지원단 파견…'해외사업 지원' 국토교통부가 15일부터 18일까지 4일간 진현환 제1차관을 단장으로 한 수주지원단이 필리핀, 태국 2개 국가를 방문해 대형 인프라 사업과 산업단지 개발 협력 방안을 논의할 계획이라고 15일 밝혔다. 수주지원단은 먼저	-4	긍정입니다.
'휠체어도 편하게'…SRT 수서역, 엘리베이터 자동호출	에스알(SR)은 SRT 수서역 엘리베이터에 인공지능(AI) 영상분석을 통한 '자동호출 시스템'을 도입했다고 15일 밝혔다. 이 시스템은 전동보장구나 휠체어 등으로 이동하는 교통약자가 엘리베이터 접근 시 버튼을 누르지	'휠체어도 편하게'…SRT 수서역, 엘리베이터 자동호출 에스알(SR)은 SRT 수서역 엘리베이터에 인공지능(AI) 영상분석을 통한 '자동호출 시스템'을 도입했다고 15일 밝혔다. 이 시스템은 전동보장구나 휠체어 등으로 이동하는 교통약자가 엘리베이터 접근 시 버튼을 누르지	2	긍정
월급 모아서는 못사요…서울 분양가 평당 4424만원	서울 민간 아파트 분양가가 한달 만에 다시 상승하며 역대 최고치를 경신한 15일 오후 서울 남산에서 바라본 도심에 아파트 단지 모습이 보이고 있다. 이날 주택도시보증공사(HUG)가 발표한 9월 말 기준 민간 아파트	월급 모아서는 못사요…서울 분양가 평당 4424만원 서울 민간 아파트 분양가가 한달 만에 다시 상승하며 역대 최고치를 경신한 15일 오후 서울 남산에서 바라본 도심에 아파트 단지 모습이 보이고 있다. 이날 주택도시보증공사(HUG)가 발표한 9월 말 기준 민간 아파트	-4	부정
서울부동산포럼, 창립 21주년 세미나 11월 14일 열어	여의도 IFC 3층 오후 1시30분 개최 건설개발‧금융투자업계가 보는 PF 기회 발표 사단법인 서울부동산포럼은 오는 11월 14일 오후 1시 30분 제 21주년 창립 기념 세미나를 서울 여의도 IFC 3층	서울부동산포럼, 창립 21주년 세미나 11월 14일 열어 여의도 IFC 3층 오후 1시30분 개최 건설개발‧금융투자업계가 보는 PF 기회 발표 사단법인 서울부동산포럼은 오는 11월 14일 오후 1시 30분 제 21주년 창립 기념 세미나를 서울 여의도 IFC 3층	4	중립입니다.
파주 스튜디오시티 산업단지 1공구 준공	경기 파주시는 문산읍 파주 스튜디오시티 일반산업단지 1공구가 준공 인가됐다고 15일 밝혔다. 본격적인 기업 입주가 시작될 것으로 전망된다. 파주 스튜디오시티 일반산업단지는 문산읍 내포리 일원 총 12만㎡ 규모의 산업	파주 스튜디오시티 산업단지 1공구 준공 경기 파주시는 문산읍 파주 스튜디오시티 일반산업단지 1공구가 준공 인가됐다고 15일 밝혔다. 본격적인 기업 입주가 시작될 것으로 전망된다. 파주 스튜디오시티 일반산업단지는 문산읍 내포리 일원 총 12만㎡ 규모의 산업	0	긍정
"현대엔지니어링 '천장형 차음 구조' 개발…""국내 최초"""	현대엔지니어링(064540)은 제이제이엔에스와 국내 최초로 '천장형 차음 구조'를 개발하고 공동특허를 출원했다고 15일 밝혔다. 천장형 차음 구조는 위층 바닥과 천장 사이에 메타물질 방음소재를 설치해 층간소음을 줄이	"현대엔지니어링 '천장형 차음 구조' 개발…""국내 최초"" 현대엔지니어링(064540)은 제이제이엔에스와 국내 최초로 '천장형 차음 구조'를 개발하고 공동특허를 출원했다고 15일 밝혔다. 천장형 차음 구조는 위층 바닥과 천장 사이에 메타물질 방음소재를 설치해 층간소음을 줄이"	-3	긍정입니다.
인천공항, 국산 자동수하물위탁(셀프백드랍) 시스템 전면 도입	인천국제공항공사는 외국 제조사 기술을 사용해왔던 '자동수하물위탁(셀프백드랍)' 운영 시스템의 국산화 개발을 완료하고 신규 시스템을 셀프백드랍에 전면 도입해 운영한다고 16일 밝혔다. 셀프백드랍은 여객이 기기를 이용해	인천공항, 국산 자동수하물위탁(셀프백드랍) 시스템 전면 도입 인천국제공항공사는 외국 제조사 기술을 사용해왔던 '자동수하물위탁(셀프백드랍)' 운영 시스템의 국산화 개발을 완료하고 신규 시스템을 셀프백드랍에 전면 도입해 운영한다고 16일 밝혔다. 셀프백드랍은 여객이 기기를 이용해	-6	긍정
전기차 화재사고 막는다…국토부, 배터리 안정성 정부 인증제 도입	전기차 배터리 안정성을 높이기 위해 정부가 직접 나선다. 국토교통부가 이달부터 전기차 배터리 안정성을 정부가 직접 인증하는 배터리 안정성 인증제 시범사업을 실시한다고 15일 밝혔다. 배터리 인증제는 전기차 안정성을	전기차 화재사고 막는다…국토부, 배터리 안정성 정부 인증제 도입 전기차 배터리 안정성을 높이기 위해 정부가 직접 나선다. 국토교통부가 이달부터 전기차 배터리 안정성을 정부가 직접 인증하는 배터리 안정성 인증제 시범사업을 실시한다고 15일 밝혔다. 배터리 인증제는 전기차 안정성을	10	긍정
송산토목문화대상에 고(故) 김동수 교수·손성연 대표·강갑생 기자 선정	대한토목학회(회장 정충기)는 송산토목문화대상 학술부문 수상자로 고(故) 김동수 카이스트 교수, 기술부문은 손성연 씨앤씨종합건설 대표이사, 언론부문은 강갑생 중앙일보 교통전문기자를 선정했다고 15일 밝혔다. 송산토목문	송산토목문화대상에 고(故) 김동수 교수·손성연 대표·강갑생 기자 선정 대한토목학회(회장 정충기)는 송산토목문화대상 학술부문 수상자로 고(故) 김동수 카이스트 교수, 기술부문은 손성연 씨앤씨종합건설 대표이사, 언론부문은 강갑생 중앙일보 교통전문기자를 선정했다고 15일 밝혔다. 송산토목문	1	긍정입니다.
